EPOCH: 256
Training: [256 / 0], d_loss: -368.087097, g_loss: 183.823563, elapsed time: 40.606094 seconds
Training: [276 / 6], d_loss: -363.039520, g_loss: 186.320465, elapsed time: 34.210438 seconds
Training: [276 / 7], d_loss: -362.295837, g_loss: 187.550583, elapsed time: 34.050872 seconds
Training: [276 / 8], d_loss: -353.207825, g_loss: 183.126892, elapsed time: 33.973858 seconds
Training: [276 / 9], d_loss: -257.609589, g_loss: 180.421631, elapsed time: 34.061608 seconds
Training: [276 / 10], d_loss: -330.130859, g_loss: 185.532639, elapsed time: 34.022888 seconds
Training: [276 / 11], d_loss: -371.777527, g_loss: 190.766968, elapsed time: 34.031280 seconds
Training: [276 / 12], d_loss: -361.003967, g_loss: 187.187469, elapsed time: 34.080588 seconds
Training: [276 / 13], d_loss: -359.429840, g_loss: 186.906906, elapsed time: 33.962090 seconds
EPOCH: 277
Training: [277 / 0], d_loss: -363.487000, g_loss: 187.748810, elapsed time: 34.014809 seconds
Training: [277 / 1], d_loss: -346.751648, g_loss: 153.545319, elapsed time: 34.104376 seconds
Training: [277 / 2], d_loss: -341.547424, g_loss: 172.720718, elapsed time: 34.100391 seconds
Training: [277 / 3], d_loss: -268.476746, g_loss: 177.251678, elapsed time: 34.912627 seconds
Training: [277 / 4], d_loss: -370.837830, g_loss: 191.224716, elapsed time: 35.054350 seconds
Training: [277 / 5], d_loss: -369.645447, g_loss: 186.242981, elapsed time: 35.165253 seconds
Training: [277 / 6], d_loss: -226.782410, g_loss: 177.119904, elapsed time: 35.158140 seconds
Training: [277 / 7], d_loss: -304.948242, g_loss: 175.531631, elapsed time: 35.169482 seconds
Training: [277 / 8], d_loss: -368.048737, g_loss: 188.203537, elapsed time: 35.398444 seconds
Training: [277 / 9], d_loss: -366.629944, g_loss: 185.233139, elapsed time: 35.213240 seconds
Training: [277 / 10], d_loss: -363.223480, g_loss: 186.797333, elapsed time: 34.955979 seconds
Training: [277 / 11], d_loss: -365.612488, g_loss: 187.320984, elapsed time: 34.984520 seconds
Training: [277 / 12], d_loss: -364.280823, g_loss: 177.536194, elapsed time: 40.625611 seconds
Training: [277 / 13], d_loss: -97.880836, g_loss: 160.114777, elapsed time: 34.005435 seconds
EPOCH: 278
Training: [278 / 0], d_loss: -326.240479, g_loss: 181.911682, elapsed time: 34.222261 seconds
Training: [278 / 1], d_loss: -358.572937, g_loss: 181.327530, elapsed time: 34.363544 seconds
Training: [278 / 2], d_loss: -372.581421, g_loss: 190.518433, elapsed time: 34.117228 seconds
Training: [278 / 3], d_loss: -367.906982, g_loss: 188.297256, elapsed time: 34.217598 seconds
Training: [278 / 4], d_loss: -363.035675, g_loss: 186.972260, elapsed time: 34.179354 seconds
Training: [278 / 5], d_loss: -354.046753, g_loss: 178.063446, elapsed time: 34.147063 seconds
Training: [278 / 6], d_loss: -292.147858, g_loss: 183.335449, elapsed time: 34.105939 seconds
Training: [278 / 7], d_loss: -370.524872, g_loss: 189.586105, elapsed time: 34.360962 seconds
Training: [278 / 8], d_loss: -344.690491, g_loss: 185.688416, elapsed time: 34.207468 seconds
Training: [278 / 9], d_loss: -355.705261, g_loss: 182.952393, elapsed time: 34.298731 seconds
Training: [278 / 10], d_loss: -336.040222, g_loss: 182.326538, elapsed time: 34.287867 seconds
Training: [278 / 11], d_loss: -345.703308, g_loss: 182.319702, elapsed time: 34.231241 seconds
Training: [278 / 12], d_loss: -358.911713, g_loss: 188.088806, elapsed time: 34.151732 seconds
Training: [278 / 13], d_loss: -365.261810, g_loss: 185.520447, elapsed time: 34.276930 seconds
EPOCH: 279
Training: [279 / 0], d_loss: -342.694946, g_loss: 181.326843, elapsed time: 34.038714 seconds
Training: [279 / 1], d_loss: -352.258728, g_loss: 185.352692, elapsed time: 34.141471 seconds
Training: [279 / 2], d_loss: -350.093323, g_loss: 184.465271, elapsed time: 34.133078 seconds
Training: [279 / 3], d_loss: -232.210464, g_loss: 182.489594, elapsed time: 34.246724 seconds
Training: [279 / 4], d_loss: -322.664917, g_loss: 182.010834, elapsed time: 34.227916 seconds
Training: [279 / 5], d_loss: -369.517944, g_loss: 189.828552, elapsed time: 34.131084 seconds
Training: [279 / 6], d_loss: -367.544739, g_loss: 187.633484, elapsed time: 34.076676 seconds
Training: [279 / 7], d_loss: -359.733856, g_loss: 182.478287, elapsed time: 34.171747 seconds
Training: [279 / 8], d_loss: -114.487457, g_loss: 168.056427, elapsed time: 34.135249 seconds
Training: [279 / 9], d_loss: -362.268066, g_loss: 188.413635, elapsed time: 34.089457 seconds
Training: [279 / 10], d_loss: -361.560547, g_loss: 186.702789, elapsed time: 34.145806 seconds
Training: [279 / 11], d_loss: -365.066223, g_loss: 184.403152, elapsed time: 34.233205 seconds
Training: [279 / 12], d_loss: -252.908615, g_loss: 179.802216, elapsed time: 34.224702 seconds
Training: [279 / 13], d_loss: -365.631195, g_loss: 188.902557, elapsed time: 34.146353 seconds
EPOCH: 280
Training: [280 / 0], d_loss: -357.242615, g_loss: 182.994385, elapsed time: 34.089733 seconds
Training: [280 / 1], d_loss: -201.953522, g_loss: 160.190186, elapsed time: 34.118098 seconds
Training: [280 / 2], d_loss: -369.261993, g_loss: 191.599213, elapsed time: 34.052137 seconds
Training: [280 / 3], d_loss: -365.852783, g_loss: 181.516205, elapsed time: 34.132817 seconds
Training: [280 / 4], d_loss: -361.946472, g_loss: 183.912842, elapsed time: 34.122804 seconds
Training: [280 / 5], d_loss: -370.767975, g_loss: 189.614349, elapsed time: 34.169045 seconds
Training: [280 / 6], d_loss: -372.793640, g_loss: 189.938812, elapsed time: 34.292071 seconds
Training: [280 / 7], d_loss: -369.265747, g_loss: 187.261765, elapsed time: 34.247250 seconds
Training: [280 / 8], d_loss: -88.318504, g_loss: -23.091385, elapsed time: 34.360310 seconds
Training: [280 / 9], d_loss: -30.946457, g_loss: 138.920715, elapsed time: 34.423580 seconds
Training: [280 / 10], d_loss: -136.866577, g_loss: 91.265793, elapsed time: 34.333258 seconds
Training: [280 / 11], d_loss: -284.652039, g_loss: 186.954437, elapsed time: 34.235450 seconds
Training: [280 / 12], d_loss: -364.393433, g_loss: 189.156616, elapsed time: 34.387347 seconds
Training: [280 / 13], d_loss: -371.240570, g_loss: 191.234833, elapsed time: 34.112802 seconds
EPOCH: 281
Training: [281 / 0], d_loss: -374.248871, g_loss: 192.418213, elapsed time: 34.106837 seconds
Training: [281 / 1], d_loss: -371.786041, g_loss: 187.460052, elapsed time: 34.165104 seconds
Training: [281 / 2], d_loss: -362.594055, g_loss: 188.442749, elapsed time: 34.057402 seconds
Training: [281 / 3], d_loss: -366.726685, g_loss: 189.064667, elapsed time: 34.174003 seconds
Training: [281 / 4], d_loss: -336.562195, g_loss: 129.380600, elapsed time: 34.267190 seconds
Training: [281 / 5], d_loss: -151.358871, g_loss: 37.199833, elapsed time: 34.237881 seconds
Training: [281 / 6], d_loss: -238.971146, g_loss: 182.925842, elapsed time: 34.127852 seconds
Training: [281 / 7], d_loss: -345.803741, g_loss: 185.184799, elapsed time: 34.221599 seconds
Training: [281 / 8], d_loss: -369.244080, g_loss: 190.671539, elapsed time: 34.236547 seconds
Training: [281 / 9], d_loss: -373.722565, g_loss: 192.101837, elapsed time: 34.231304 seconds
Training: [281 / 10], d_loss: -370.715210, g_loss: 187.229614, elapsed time: 34.716194 seconds
Training: [281 / 11], d_loss: -365.879150, g_loss: 187.607513, elapsed time: 34.171182 seconds
Training: [281 / 12], d_loss: -365.674347, g_loss: 186.861877, elapsed time: 34.300840 seconds
Training: [281 / 13], d_loss: -353.031464, g_loss: 185.966827, elapsed time: 34.244326 seconds
EPOCH: 282
Training: [282 / 0], d_loss: -45.638527, g_loss: 90.031837, elapsed time: 34.257463 seconds
Training: [282 / 1], d_loss: -128.137283, g_loss: 162.908066, elapsed time: 34.140669 seconds
Training: [282 / 2], d_loss: -367.686157, g_loss: 190.085785, elapsed time: 34.206438 seconds
Training: [282 / 3], d_loss: -369.963745, g_loss: 188.578171, elapsed time: 34.016957 seconds
Training: [282 / 4], d_loss: -366.981110, g_loss: 183.813568, elapsed time: 34.099794 seconds
Training: [282 / 5], d_loss: -195.695374, g_loss: 183.377075, elapsed time: 34.135530 seconds
Training: [282 / 6], d_loss: -279.178864, g_loss: 184.183228, elapsed time: 34.319024 seconds
Training: [282 / 7], d_loss: -369.594147, g_loss: 191.032455, elapsed time: 34.321073 seconds
Training: [282 / 8], d_loss: -374.267639, g_loss: 191.984070, elapsed time: 34.329739 seconds
Training: [282 / 9], d_loss: -363.791412, g_loss: 183.835175, elapsed time: 34.513558 seconds
Training: [282 / 10], d_loss: -362.073303, g_loss: 184.850494, elapsed time: 34.360620 seconds
Training: [282 / 11], d_loss: -338.904297, g_loss: 177.184143, elapsed time: 34.157839 seconds
Training: [282 / 12], d_loss: -68.454361, g_loss: 168.454071, elapsed time: 34.386704 seconds
Training: [282 / 13], d_loss: -268.143738, g_loss: 13.287193, elapsed time: 34.317418 seconds
EPOCH: 283
Training: [283 / 0], d_loss: -291.270630, g_loss: 21.402006, elapsed time: 34.245786 seconds
Training: [283 / 1], d_loss: -368.867218, g_loss: 190.917786, elapsed time: 34.388661 seconds
Training: [283 / 2], d_loss: -374.284973, g_loss: 192.363495, elapsed time: 34.293881 seconds
Training: [283 / 3], d_loss: -371.833679, g_loss: 188.415726, elapsed time: 34.166357 seconds
Training: [283 / 4], d_loss: -361.322144, g_loss: 182.536484, elapsed time: 34.134590 seconds
Training: [283 / 5], d_loss: -366.970825, g_loss: 188.399261, elapsed time: 34.305747 seconds
Training: [283 / 6], d_loss: -372.468872, g_loss: 188.081207, elapsed time: 34.327168 seconds
Training: [283 / 7], d_loss: -201.221619, g_loss: 172.150024, elapsed time: 34.161539 seconds
Training: [283 / 8], d_loss: -325.413635, g_loss: 177.221130, elapsed time: 34.287730 seconds
Training: [283 / 9], d_loss: -371.747498, g_loss: 191.485031, elapsed time: 34.405049 seconds
Training: [283 / 10], d_loss: -370.360718, g_loss: 188.576111, elapsed time: 34.333616 seconds
Training: [283 / 11], d_loss: -362.278870, g_loss: 183.482849, elapsed time: 34.388188 seconds
Training: [283 / 12], d_loss: -77.407669, g_loss: 172.841064, elapsed time: 34.273314 seconds
Training: [283 / 13], d_loss: -348.099731, g_loss: 185.391373, elapsed time: 34.441048 seconds
EPOCH: 284
Training: [284 / 0], d_loss: -368.701965, g_loss: 189.047058, elapsed time: 34.136794 seconds
Training: [284 / 1], d_loss: -367.999573, g_loss: 187.984680, elapsed time: 34.085709 seconds
Training: [284 / 2], d_loss: -349.291199, g_loss: 178.848770, elapsed time: 34.177131 seconds
Training: [284 / 3], d_loss: -216.232483, g_loss: 174.095581, elapsed time: 34.132242 seconds
Training: [284 / 4], d_loss: -291.366089, g_loss: 153.646454, elapsed time: 34.160549 seconds
Training: [284 / 5], d_loss: -308.377991, g_loss: 172.852982, elapsed time: 34.138118 seconds
Training: [284 / 6], d_loss: -363.715698, g_loss: 188.446457, elapsed time: 34.089921 seconds
Training: [284 / 7], d_loss: -368.670563, g_loss: 187.957108, elapsed time: 34.025764 seconds
Training: [284 / 8], d_loss: -360.653687, g_loss: 183.597626, elapsed time: 33.974278 seconds
Training: [284 / 9], d_loss: -266.882202, g_loss: 180.754517, elapsed time: 33.978024 seconds
Training: [284 / 10], d_loss: -278.033905, g_loss: 135.648407, elapsed time: 34.820066 seconds
Training: [284 / 11], d_loss: -348.030090, g_loss: 185.195618, elapsed time: 34.353116 seconds
Training: [284 / 12], d_loss: -369.502167, g_loss: 190.248886, elapsed time: 34.128439 seconds
Training: [284 / 13], d_loss: -369.916382, g_loss: 187.585266, elapsed time: 34.142565 seconds
EPOCH: 285
Training: [285 / 0], d_loss: -367.750549, g_loss: 187.208527, elapsed time: 34.018804 seconds
Training: [285 / 1], d_loss: -353.628265, g_loss: 179.816010, elapsed time: 34.117721 seconds
Training: [285 / 2], d_loss: -347.746582, g_loss: 182.554871, elapsed time: 34.264007 seconds
Training: [285 / 3], d_loss: -362.061249, g_loss: 185.160645, elapsed time: 34.074748 seconds
Training: [285 / 4], d_loss: -342.755981, g_loss: 135.163330, elapsed time: 34.081582 seconds
Training: [285 / 5], d_loss: -259.263062, g_loss: 184.622772, elapsed time: 34.106505 seconds
Training: [285 / 6], d_loss: -356.696136, g_loss: 186.895966, elapsed time: 34.119082 seconds
Training: [285 / 7], d_loss: -370.677734, g_loss: 190.631073, elapsed time: 34.133684 seconds
Training: [285 / 8], d_loss: -373.744873, g_loss: 191.559387, elapsed time: 34.124408 seconds
Training: [285 / 9], d_loss: -358.022827, g_loss: 184.030334, elapsed time: 34.064435 seconds
Training: [285 / 10], d_loss: -359.716888, g_loss: 178.198883, elapsed time: 34.005645 seconds
Training: [285 / 11], d_loss: -131.034637, g_loss: 172.278931, elapsed time: 34.094530 seconds
Training: [285 / 12], d_loss: -357.866577, g_loss: 187.607422, elapsed time: 34.046024 seconds
Training: [285 / 13], d_loss: -361.669739, g_loss: 185.851761, elapsed time: 34.017968 seconds
EPOCH: 286
Training: [286 / 0], d_loss: -358.564331, g_loss: 182.420532, elapsed time: 34.013640 seconds
Training: [286 / 1], d_loss: -360.823364, g_loss: 182.310562, elapsed time: 34.092743 seconds
Training: [286 / 2], d_loss: -350.619812, g_loss: 185.531815, elapsed time: 34.250451 seconds
Training: [286 / 3], d_loss: -360.678955, g_loss: 186.496429, elapsed time: 34.130064 seconds
Training: [286 / 4], d_loss: -347.611206, g_loss: 170.114563, elapsed time: 34.352859 seconds
Training: [286 / 5], d_loss: -174.901382, g_loss: 135.978088, elapsed time: 34.569959 seconds
Training: [286 / 6], d_loss: -247.721268, g_loss: 142.612061, elapsed time: 34.598208 seconds
Training: [286 / 7], d_loss: -367.098022, g_loss: 190.117126, elapsed time: 34.255135 seconds
Training: [286 / 8], d_loss: -371.946777, g_loss: 190.555618, elapsed time: 34.309888 seconds
Training: [286 / 9], d_loss: -365.572144, g_loss: 187.987411, elapsed time: 34.097607 seconds
Training: [286 / 10], d_loss: -361.679443, g_loss: 187.216736, elapsed time: 34.232929 seconds
Training: [286 / 11], d_loss: -206.699661, g_loss: 177.175354, elapsed time: 34.327341 seconds
Training: [286 / 12], d_loss: -361.624939, g_loss: 189.047363, elapsed time: 34.284119 seconds
Training: [286 / 13], d_loss: -360.934753, g_loss: 182.373413, elapsed time: 34.151100 seconds
EPOCH: 287
Training: [287 / 0], d_loss: -361.154114, g_loss: 184.137299, elapsed time: 34.260677 seconds
Training: [287 / 1], d_loss: -358.251251, g_loss: 178.412292, elapsed time: 34.094478 seconds
Training: [287 / 2], d_loss: -89.365036, g_loss: 159.975067, elapsed time: 34.177772 seconds
Training: [287 / 3], d_loss: -358.950592, g_loss: 186.443146, elapsed time: 34.306337 seconds
Training: [287 / 4], d_loss: -365.607056, g_loss: 185.572205, elapsed time: 34.187501 seconds
Training: [287 / 5], d_loss: -358.438843, g_loss: 185.447571, elapsed time: 34.212220 seconds
Training: [287 / 6], d_loss: -349.503113, g_loss: 179.971481, elapsed time: 34.110899 seconds
Training: [287 / 7], d_loss: -342.168060, g_loss: 161.097153, elapsed time: 34.199601 seconds
Training: [287 / 8], d_loss: -247.784454, g_loss: 171.682755, elapsed time: 34.076604 seconds
Training: [287 / 9], d_loss: -368.083466, g_loss: 189.468750, elapsed time: 34.107093 seconds
Training: [287 / 10], d_loss: -367.531586, g_loss: 185.472015, elapsed time: 33.949990 seconds
Training: [287 / 11], d_loss: -185.338608, g_loss: 176.844666, elapsed time: 34.015663 seconds
Training: [287 / 12], d_loss: -296.584229, g_loss: 163.859497, elapsed time: 33.986458 seconds
Training: [287 / 13], d_loss: -363.821045, g_loss: 189.172562, elapsed time: 34.052315 seconds
EPOCH: 288
Training: [288 / 0], d_loss: -371.214172, g_loss: 190.562195, elapsed time: 34.558715 seconds
Training: [288 / 1], d_loss: -363.257904, g_loss: 183.730209, elapsed time: 34.119835 seconds
Training: [288 / 2], d_loss: -361.482544, g_loss: 184.665405, elapsed time: 33.992739 seconds
Training: [288 / 3], d_loss: -356.079468, g_loss: 182.364685, elapsed time: 34.047480 seconds
Training: [288 / 4], d_loss: -292.242249, g_loss: 182.342010, elapsed time: 34.098793 seconds
Training: [288 / 5], d_loss: -265.727783, g_loss: 72.151596, elapsed time: 34.064525 seconds
Training: [288 / 6], d_loss: -288.043274, g_loss: 182.952087, elapsed time: 34.000812 seconds
Training: [288 / 7], d_loss: -369.255402, g_loss: 190.433365, elapsed time: 34.010864 seconds
Training: [288 / 8], d_loss: -373.555878, g_loss: 191.783447, elapsed time: 34.153217 seconds
Training: [288 / 9], d_loss: -372.098572, g_loss: 188.033875, elapsed time: 34.196164 seconds
Training: [288 / 10], d_loss: -364.492676, g_loss: 185.697144, elapsed time: 34.272350 seconds
Training: [288 / 11], d_loss: -361.985046, g_loss: 180.052643, elapsed time: 34.252216 seconds
Training: [288 / 12], d_loss: -153.654175, g_loss: 142.829987, elapsed time: 34.148687 seconds
Training: [288 / 13], d_loss: -172.638794, g_loss: 165.219330, elapsed time: 34.172309 seconds
EPOCH: 289
Training: [289 / 0], d_loss: -320.052307, g_loss: 175.126740, elapsed time: 34.159975 seconds
Training: [289 / 1], d_loss: -368.194061, g_loss: 190.459579, elapsed time: 34.216964 seconds
Training: [289 / 2], d_loss: -371.034851, g_loss: 190.796967, elapsed time: 34.455595 seconds
Training: [289 / 3], d_loss: -361.340912, g_loss: 183.694946, elapsed time: 34.185294 seconds
Training: [289 / 4], d_loss: -357.055206, g_loss: 186.354767, elapsed time: 34.146003 seconds
Training: [289 / 5], d_loss: -363.608643, g_loss: 187.915558, elapsed time: 34.081759 seconds
Training: [289 / 6], d_loss: -362.993042, g_loss: 182.524872, elapsed time: 34.015342 seconds
Training: [289 / 7], d_loss: -98.149307, g_loss: 105.133148, elapsed time: 34.059897 seconds
Training: [289 / 8], d_loss: -162.933411, g_loss: 165.483566, elapsed time: 34.010417 seconds
Training: [289 / 9], d_loss: -311.917969, g_loss: 158.786240, elapsed time: 34.001380 seconds
Training: [289 / 10], d_loss: -169.114059, g_loss: 177.525085, elapsed time: 34.164255 seconds
Training: [289 / 11], d_loss: -365.934845, g_loss: 189.776596, elapsed time: 34.126825 seconds
